,prediction,Age
7786915105_R05C02,43.390607511930455,42.3
7786915109_R01C02,57.300678287502315,53.6
GSM2334483,63.4734700637181,64.0
7786915107_R03C01,75.67850379504702,72.4
7471147141_R04C01,37.55201557864129,40.4
GSM2334051,64.32758845493981,64.0
7786923024_R06C02,60.79361012920528,59.2
GSM2334434,38.631565040903915,39.0
7786915093_R05C02,58.56116009593188,65.6
7471147117_R01C01,53.93572778548108,50.0
7786915079_R05C01,40.73039801594903,38.7
7786923035_R06C01,47.24220944006068,46.1
GSM2334124,49.782805308475574,48.0
7786915144_R04C02,42.81355293537334,43.400000000000006
7507875027_R03C02,62.4794510013005,62.5
7471147094_R01C01,49.3292676268252,50.39999999999999
GSM2334294,38.63437565899707,39.0
GSM2333945,56.47158438251654,57.0
GSM2334347,61.38775307684647,61.0
GSM2334475,13.32446595474076,16.0
7507875063_R06C01,46.93065854330129,47.39999999999999
GSM2333901,75.32703612579624,72.0
7786915099_R03C01,50.99781902527678,52.099999999999994
GSM2334603,47.426409282914555,44.0
7471147094_R04C02,59.651628488819014,55.0
7786915126_R04C01,56.48831114603295,56.4
7471147165_R04C01,52.34600050434198,53.800000000000004
7512560087_R01C02,46.261700606638925,48.400000000000006
7786923050_R05C02,37.08248889596196,35.1
GSM2333975,21.63454065965226,23.0
GSM2333902,56.46969905184443,55.0
7471147064_R04C02,39.33471968885515,41.8
7471147143_R03C01,51.35633636497447,47.39999999999999
7471147074_R06C02,39.66326521113968,37.6
GSM2334412,33.95218118155691,32.0
7471147041_R03C01,71.01759552326885,70.3
7786923025_R05C01,51.31433104741008,49.7
7786923020_R04C02,62.22272672570786,61.6
GSM2334162,63.14536518803391,66.0
7786915158_R02C01,46.664680465857074,47.89999999999999
GSM2334274,12.100485060556196,15.0
7786923024_R01C02,46.30519974657245,44.89999999999999
7471147030_R02C01,60.20659933357418,58.6
7471147030_R01C02,62.30059647160137,60.3
7471147078_R01C01,60.953095382728364,58.39999999999999
GSM2333913,66.93749165397718,65.0
GSM2334287,61.0701504522287,57.0
7786915160_R05C02,54.53825878467673,56.0
7507875047_R01C01,37.66887867079192,35.2
7786915103_R01C01,68.77536841103566,70.9
GSM2333983,13.586849651724144,16.0
7786915105_R02C01,56.99161045554673,53.1
GSM2334295,54.482023353966795,56.0
GSM2334626,13.08547446918373,16.0
7786915128_R04C01,63.995444101924825,59.0
7786915107_R05C02,52.213098038390086,49.89999999999999
7471147125_R01C01,55.33359382718745,60.49999999999999
7786923030_R06C02,42.912166640160876,45.400000000000006
7471147134_R03C01,56.697920468090786,60.2
7507875158_R04C01,71.61829174304586,72.6
7471147006_R01C02,46.84353912983025,47.7
7471147089_R01C02,61.37725206744013,59.8
GSM2334010,51.46563778894006,47.0
7786915007_R05C01,53.33740801323738,51.9
7786915046_R06C02,53.83694062463391,51.4
7507875155_R03C02,50.62035051944015,53.2
7786915137_R06C01,54.483604653571604,56.300000000000004
GSM2334614,72.62002019126946,73.0
7786915126_R01C01,43.90093753429128,40.0
7786915023_R01C02,49.62885221530317,46.9
7512551046_R06C01,40.41263396388486,36.7
7471147149_R05C01,61.82142460825835,66.1
7512551046_R03C02,48.37173089535506,43.400000000000006
7471147143_R03C02,44.77960619956819,47.7
GSM2334177,55.66392987181929,50.0
7786923041_R03C02,51.22389395237497,51.0
7786923040_R04C02,52.83934108513313,50.3
7512560114_R03C02,54.503763762926305,56.8
GSM2333910,37.498865474477064,34.0
7512560114_R02C01,59.798150793449786,60.4
7786915092_R06C02,53.51745789216048,50.5
GSM2333956,31.298664793253153,28.0
7786915014_R05C02,65.65642077650952,63.7
GSM2334615,40.631162619793955,38.0
7786915051_R02C01,43.32304060684467,45.5
7471147102_R05C01,55.144051529303155,60.099999999999994
7471147041_R04C02,47.60481888832766,45.400000000000006
7471147065_R04C01,63.75617797708089,65.0
7471147122_R01C01,72.0527907856519,73.5
GSM2334271,14.983455600058491,15.0
GSM2334352,70.40943441556692,67.0
GSM2334194,28.9002002385159,24.0
7786915035_R02C02,46.74442856359906,43.6
7786915035_R05C02,48.41503701755135,46.9
7786923013_R06C01,43.151546555335,36.5
7796806168_R05C01,60.358133531286256,65.4
GSM2334053,44.02426078968374,39.0
7471147143_R04C01,36.09218511061574,37.8
7471147140_R02C01,36.37646202412625,35.7
GSM2334405,67.92490361947667,69.0
GSM2334084,70.7156605187104,72.0
7471147034_R05C01,45.8211850783709,45.400000000000006
GSM2334505,45.823580081723584,43.0
GSM2333927,66.68942822463313,74.0
7786915161_R03C01,63.011233018730245,66.6
GSM2334447,17.67015829224153,21.0
GSM2334535,53.607299115736154,54.0
7786915051_R03C02,34.851140985326694,43.6
7471147036_R02C01,52.54022834957158,55.8
GSM2334195,30.475917086645254,29.0
7507875157_R01C01,45.6837747084337,42.7
7471147136_R05C01,49.17669774625373,51.6
7786923036_R04C02,42.25002130513407,42.2
7507867089_R01C02,51.89459026306359,56.7
7786923067_R03C01,57.15266382177588,54.9
7786923006_R04C02,51.501559566965014,50.39999999999999
7471147068_R01C02,41.85883363555567,37.9
7786915141_R02C02,39.49950115826077,37.4
7786923019_R04C02,46.11772735880167,47.7
7786923038_R03C01,65.07297597118207,63.900000000000006
7512560087_R03C01,62.48553108903789,60.3
GSM2334291,17.295131565131438,21.0
7786915108_R02C02,67.2934870041216,66.9
7786915063_R05C02,47.52900611928949,47.3
7786923065_R01C01,35.887086265441894,36.6
7471147138_R04C01,43.738860910347,44.099999999999994
GSM2334453,76.9208229089574,75.0
7786915126_R01C02,69.59645750785678,73.7
7471147103_R01C02,40.11555417708266,42.5
7507875153_R01C02,69.48299731098854,71.3
GSM2333935,88.46809313734259,82.0
7786915133_R02C01,45.12524571736515,47.39999999999999
7471147085_R02C02,31.729256835299942,31.1
GSM2334445,16.533217842910272,16.0
7471147163_R01C01,57.23390344127897,60.4
GSM2334260,43.207231015137424,39.0
7786923015_R03C02,46.40087015144869,45.900000000000006
7786915049_R01C02,55.3142883322476,56.5
7796806165_R05C01,35.88986061557885,37.2
7786923042_R01C01,63.70095671892986,63.0
7507875139_R01C01,55.97187037532401,57.199999999999996
GSM2334105,23.59908255965356,27.0
7786915150_R02C01,40.5446277193439,36.7
7471147145_R04C02,42.607723137569565,44.5
7471147057_R05C01,51.19118373115849,54.3
7786923014_R05C02,67.3889141450661,71.79999999999998
7507875026_R02C01,36.100716774930476,35.2
7786923016_R01C02,39.581403533196415,39.9
7512551029_R06C01,66.46020463224525,70.7
7786915004_R05C01,69.80990560759962,74.4
7786915161_R05C02,64.23910350518335,73.0
GSM2334023,27.796929288902973,27.0
7471147104_R03C01,35.29152662207748,36.10000000000001
7471147128_R03C02,55.65257275757956,55.4
7471147141_R01C02,53.77633807961633,53.2
7471147075_R01C01,42.62398792194534,40.5
7471147062_R04C01,58.881955637641155,54.9
GSM2334515,70.68393828426909,74.0
7512560114_R05C02,48.58792486620544,52.8
7786915132_R03C02,58.29615175636117,58.3
7796806165_R06C02,57.37856124016494,53.00000000000001
7786923027_R03C01,49.008623725467785,49.4
GSM2334377,76.71187988829399,81.0
7786923016_R02C02,37.89768609566903,36.7
7786915122_R05C02,56.6764417622813,57.7
7786923044_R06C02,53.18603585274835,51.6
7512551025_R02C02,65.36729290960037,67.8
7507875118_R05C01,44.43183872500788,45.5
7786915108_R06C02,41.733114568630185,45.2
GSM2334228,76.83304779683561,81.0
7471147055_R05C02,43.569673448241176,42.900000000000006
7786915107_R06C02,57.97434928888389,64.30000000000001
7507875139_R05C02,60.19054494940737,59.8
GSM2334624,27.260476164288463,25.0
7471147138_R04C02,52.853254146722215,47.89999999999999
7786923002_R04C02,48.73987737909491,50.3
7786923028_R01C02,40.71118093457689,39.5
7786915093_R04C02,45.86685265302506,47.0
7471147094_R03C01,48.672066291058265,47.39999999999999
7471147064_R05C01,36.134595728112785,35.1
7471147064_R04C01,56.44264618491398,51.0
7471147112_R01C02,46.253961235623905,44.8
GSM2333919,51.59234427169017,55.0
GSM2334354,18.393137386906602,16.0
7796814001_R01C02,48.78285239539522,47.89999999999999
7507875063_R04C01,57.54718613746589,64.0
7512560087_R03C02,53.68137722307882,52.7
7471147057_R03C02,54.82075800107523,55.50000000000001
7786915128_R02C01,39.955329844445885,36.2
7786915148_R06C01,58.01515095759302,58.9
7786915093_R02C01,43.50298963218112,35.7
7786915053_R04C02,57.496466502174115,63.400000000000006
7471147071_R04C02,54.418603102337514,67.0
7786923042_R04C02,42.93263240618795,41.1
7786915108_R03C02,71.20147115015232,70.3
7786915161_R04C02,37.97864727782378,35.1
7786915005_R02C01,58.11051131988099,57.5
7471147047_R04C01,44.656517139137456,43.7
GSM2334224,72.56392040772661,72.0
7471147143_R04C02,56.03562360121067,54.8
7786915132_R03C01,49.600331282041296,43.400000000000006
7786915049_R03C01,67.49802550836787,71.2
7786915007_R02C02,34.3066347087034,36.2
7786915049_R03C02,51.97107694622934,49.099999999999994
7786915144_R06C02,61.57928189153379,62.5
7471147057_R02C02,48.54783988996105,47.89999999999999
7786923030_R01C01,75.06531294895348,74.1
7507875138_R05C01,42.6164603804759,44.2
7786923027_R05C01,47.045332268413176,46.7
GSM2334380,79.38324835647053,85.0
GSM2334031,50.26823585220568,48.0
GSM2334123,64.60957431476834,68.0
GSM2334498,41.531808662772484,41.0
GSM2334531,22.808056931804266,22.000000000000004
7471147071_R03C01,58.08551540020108,64.1
7471147049_R01C02,50.10718470256754,50.900000000000006
7796814020_R03C02,59.89386075235381,61.5
7471147143_R01C02,54.94480544210227,55.50000000000001
7471147098_R01C02,48.76760958915848,50.8
GSM2334221,49.20082879035658,51.0
GSM2334613,85.97292343481743,84.0
7471147113_R04C02,61.21071761568652,65.0
7471147062_R02C01,44.68835780544046,40.5
7471147147_R05C02,55.55012799493801,55.8
7786915061_R06C02,54.04949560532557,51.9
7471147102_R04C01,58.04231366056106,55.50000000000001
7471147085_R06C02,70.50497390907356,74.3
7786915046_R02C01,59.7818656994036,59.3
7786923015_R03C01,52.06248189273221,56.0
7471147136_R06C01,47.27759958942772,45.900000000000006
7786923015_R01C01,46.15858284807254,48.9
7471147106_R01C02,55.55914327938771,50.39999999999999
7786915016_R05C02,60.2062564507849,64.8
7786923025_R06C02,38.71511555101808,40.6
7786915159_R06C02,45.89307998807317,47.7
7507875153_R06C01,66.0722557155342,63.599999999999994
7786915105_R01C02,34.956477336385305,37.0
7786915038_R02C02,61.46539705941355,57.5
7786923026_R01C02,44.59026140178661,51.4
7471147125_R01C02,38.64824286258063,37.6
7507875134_R02C01,52.874928792645726,50.39999999999999
7507875129_R04C01,55.21124550468294,60.8
7786915108_R02C01,43.51907180548167,43.2
7786915152_R02C01,46.238102709961574,43.0
7786915084_R04C02,53.26551404772456,57.599999999999994
GSM2334375,48.190810537113364,46.0
GSM2334383,36.73131031679631,34.0
GSM2334269,37.69528466037325,36.0
7471147068_R06C01,61.895299173137616,64.30000000000001
7507875142_R05C02,46.81541936786998,45.3
GSM2334045,18.040767304602653,20.0
GSM2334617,43.71343638636836,45.0
7786915166_R02C02,36.34963169513394,35.5
7471147113_R04C01,41.08355027501679,38.7
7507875142_R05C01,50.383966025742744,52.4
7507867089_R01C01,46.77308122750306,48.7
GSM2334571,59.47801176147389,66.0
GSM2334634,42.95929500967666,45.0
7786923026_R03C01,46.34184277867516,44.89999999999999
GSM2334043,58.18421301652644,56.0
7471147034_R06C02,63.967999307014594,64.5
7471147099_R05C01,46.828145937946104,43.8
7471147125_R02C02,55.49596594237183,51.9
7786923010_R03C02,34.66605262919004,35.1
GSM2334009,58.7289417175458,62.0
7786923011_R05C02,40.526051093952866,38.0
7471147127_R06C02,47.91313733623169,48.1
7786915062_R02C02,53.15520985048971,49.099999999999994
7471147085_R05C02,48.03512459737648,51.4
7786915132_R01C01,46.98857341534019,48.0
GSM2334273,53.348009251044076,55.0
7786915084_R01C02,40.25008481389625,41.3
7471147128_R04C02,47.379391873110336,51.0
GSM2334218,46.39676903337341,48.0
GSM2334107,19.648952165915173,17.0
7471147127_R03C02,42.684326540827115,47.89999999999999
GSM2334186,36.370835800481395,34.0
7786923019_R05C02,57.91132665500918,61.29999999999999
7786923017_R01C02,62.01189579771502,59.4
7786915120_R02C02,65.0377043741259,69.9
GSM2334414,24.055489385935402,23.0
7786923012_R05C02,46.81295711451013,47.7
7786915007_R06C01,57.376294514013054,59.2
GSM2334561,50.78289129843792,55.0
GSM2334497,16.794838563898793,15.0
7471147103_R04C01,35.961492195857204,36.8
7471147113_R01C02,48.63079369717515,49.599999999999994
7786915135_R05C02,43.035566214312084,39.5
7786915160_R01C02,49.52358387769536,46.9
7471147057_R06C01,63.58863976605551,69.4
GSM2334625,14.886062122764276,16.0
7512560138_R04C02,54.486029745054395,55.10000000000001
7507875157_R01C02,35.526077321967776,37.5
7471147145_R06C02,33.613083250856725,36.10000000000001
7786915137_R01C01,68.7159188606071,63.099999999999994
7471147003_R04C02,49.21972765071787,50.2
7471147122_R04C02,53.02981710497545,44.3
GSM2334609,60.70457887814751,63.0
7471147092_R06C02,60.65237126514084,60.60000000000001
7796814020_R02C02,36.91897968706065,39.3
7786915009_R01C02,61.46507968907346,60.7
7786915091_R03C01,40.69202883947425,39.39999999999999
7471147128_R03C01,49.817336458529,50.900000000000006
GSM2334443,55.66286963485601,53.00000000000001
7786923050_R02C01,43.7785056723673,41.5
7786915051_R03C01,55.75061417928776,55.3
GSM2334365,51.85665127015273,54.0
7507875142_R03C02,67.58347614923727,67.9
7786915152_R06C01,66.1075386779357,63.3
7471147062_R04C02,58.893584899809554,58.5
7796814021_R06C02,52.79504268135174,52.5
7507875129_R06C02,45.18358371839751,44.0
7786923008_R01C02,41.23048475259344,67.3
7471147006_R05C01,56.98255488671973,52.60000000000001
GSM2334506,63.33293565274467,66.0
7786915016_R01C01,55.779665771407096,52.89999999999999
7786915119_R05C01,59.226596331839865,56.2
7786915127_R02C01,50.47425491445921,54.2
7786915119_R04C02,42.94275874608425,43.2
7471147128_R06C01,42.62579031565316,41.2
7507875158_R04C02,44.386070387819984,42.900000000000006
7786915053_R01C02,56.127721567551866,60.60000000000001
7786923011_R04C01,43.159924936481985,45.5
GSM2334526,20.4424999225147,23.0
7786923005_R05C01,42.872439874033404,43.9
7507875118_R04C01,48.57280563504046,50.2
GSM2334175,21.064294430508536,21.0
GSM2333972,39.03287293037498,40.0
7471147078_R03C01,51.08242423706834,46.2
GSM2334093,77.1603010344138,83.0
7786915063_R04C02,50.08756036535077,50.8
GSM2334128,58.952590071026655,59.0
7507875091_R02C02,47.31264086483864,48.6
GSM2334144,49.58282159214044,48.0
7471147006_R02C01,61.45487655200254,60.49999999999999
7507875047_R06C01,47.71780892192801,46.8
7786915149_R02C01,60.372423468673155,53.7
7507875150_R06C01,57.87824023998241,57.1
7786923020_R06C02,57.224441850207626,56.7
7512551029_R06C02,47.459466886488414,46.0
7786923049_R01C02,48.24443659527456,50.900000000000006
7471147104_R05C01,51.76633085123072,53.800000000000004
7507875154_R03C02,48.26391951384747,51.1
7786923031_R01C02,39.22489112964445,40.3
7786915101_R06C02,49.2539114755618,51.6
7786915138_R06C02,58.44994905838902,58.39999999999999
7786915121_R03C02,35.21551804450327,37.0
7507875154_R05C01,42.25821555504729,43.1
GSM2334180,30.117890803744146,28.0
7507875134_R04C02,63.86817447573989,67.4
7507875138_R01C01,51.79352697307159,49.599999999999994
7786923010_R06C01,48.03422254146556,43.5
GSM2333949,78.8250200056672,81.0
7786915112_R01C01,42.571634867155,41.9
GSM2334427,27.506378664403215,27.0
7507875168_R03C02,64.18124608727416,60.8
7786915008_R06C02,49.77862872809342,50.2
7786923040_R01C02,58.55084431403728,54.5
7796806129_R04C02,52.81249820118375,51.4
7786923006_R01C02,47.76531755024348,50.900000000000006
7471147062_R05C02,67.23934684740476,64.2
7471147089_R03C02,60.48757385598763,64.1
7471147147_R03C01,47.65818827038483,45.8
7796814020_R04C02,67.69838705063486,57.99999999999999
7786915099_R04C02,43.71572338607645,41.599999999999994
GSM2333958,66.40978779967003,69.0
7471147127_R06C01,45.7162191464888,50.6
7471147059_R01C01,49.51453654128873,45.8
GSM2334423,36.88885685382638,33.0
7786915004_R03C01,53.99912497421999,53.6
7471147149_R06C01,47.12866366726127,47.39999999999999
GSM2333957,38.33168117478607,37.0
7786915101_R01C01,55.32211197241645,55.2
GSM2334014,77.30258684603355,79.0
7471147147_R02C01,49.26276785255202,49.4
7786915122_R03C01,48.43577712722386,47.5
7471147112_R03C02,32.367013061080065,38.2
7786923050_R06C01,52.24266529132742,50.2
7786923006_R05C02,69.34757279908274,66.0
GSM2334468,16.53874230504267,16.0
7471147139_R03C02,48.68981972265885,49.3
7786923059_R02C01,57.619232530104085,57.4
GSM2334409,78.93169591608981,80.0
7471147075_R02C02,61.09032287166343,57.1
GSM2334394,31.311428494073205,32.0
7786915148_R02C02,58.19516991270504,57.599999999999994
7786915153_R04C01,48.04473777205884,48.8
7507867089_R04C01,46.903340451058675,47.60000000000001
7786923019_R03C02,63.15228840894006,67.3
7507875158_R03C02,42.111843613302284,39.1
7471147122_R02C02,55.125940906086974,54.4
7786923085_R02C01,38.27096610461135,36.5
7471147145_R01C02,45.01720101423857,44.3
7507875158_R02C01,35.857970496737735,35.2
7786923059_R03C01,65.94559744542308,67.1
7786923077_R05C02,38.12342860821407,37.9
7471147078_R03C02,43.93659147682208,42.3
7786923016_R04C02,48.07846618937001,44.099999999999994
7786915038_R01C02,48.8466824632868,46.8
7786923001_R04C02,50.626643746740015,51.2
7471147134_R02C01,41.035512348038765,40.1
7471147104_R05C02,39.443589499831646,38.1
7786915105_R04C02,41.00074483329824,41.5
GSM2334305,48.16494657027215,44.0
7471147163_R06C02,55.766259632302955,53.6
7471147036_R02C02,57.18324207319667,54.6
7471147090_R01C02,51.85845228611174,54.8
7471147125_R06C02,56.38563044171615,51.7
GSM2334136,30.555638477198304,31.0
7786923037_R01C01,54.3017355319447,53.9
7786923013_R04C02,45.21137876714033,44.8
7471147105_R02C01,45.18340770304376,45.2
7471147106_R04C02,70.17437912731043,73.5
7471147061_R01C01,42.993998660340836,41.599999999999994
7471147128_R05C01,39.874685586055996,40.2
GSM2333942,70.30060166974951,71.0
GSM2334164,62.96881665347367,70.0
7507875158_R05C02,64.42353651466257,59.0
7796814021_R05C02,46.714393444230716,46.4
7786923030_R04C01,49.340531598836094,47.0
7471147072_R02C02,46.28495451985211,53.400000000000006
7786915055_R05C02,76.63004253734312,72.1
7471147089_R05C02,52.46951610191479,55.2
7796806165_R04C01,59.28967957732233,58.5
7786915029_R03C01,65.04810552522486,63.8
7471147116_R04C01,34.58375813729678,36.2
7786923003_R03C02,53.51481014470297,55.900000000000006
7786915036_R04C02,41.84483932900382,40.5
GSM2334527,30.504617336197406,33.0
7786915005_R02C02,33.75512670224096,35.1
7786923024_R03C01,42.762854365238354,41.9
GSM2334039,20.89257537982767,20.0
GSM2334278,75.17298466455927,75.0
7796806129_R06C02,48.53492668341458,45.7
7786915112_R05C02,59.42673394271474,63.3
7786923037_R04C01,63.28127619587261,65.0
7786915149_R03C01,43.64142440279555,45.0
7471147092_R04C02,70.03697136396781,75.0
GSM2334598,70.69618666165263,70.0
7786923028_R03C02,48.57534139468744,50.0
7786915117_R05C01,42.57181456342097,41.7
7786915159_R01C02,46.82761413627086,40.4
GSM2333946,53.414324339673485,50.0
GSM2334343,60.609862454118705,56.0
7786915151_R06C02,42.70623306688316,46.5
7471147003_R05C02,53.10645382082468,52.3
GSM2333971,62.14359368735023,68.0
GSM2334119,50.24571240673184,50.0
7786923036_R05C02,54.05793881984691,52.099999999999994
GSM2334565,62.6069561569422,65.0
7507875120_R04C02,57.52688550275236,55.10000000000001
7786915062_R06C01,42.791936541695975,42.0
7471147165_R03C02,48.53005711908832,48.3
7786915133_R03C02,62.58549790671205,55.50000000000001
7786915023_R04C01,42.511156042113946,39.39999999999999
7471147140_R05C02,48.29456624588401,53.00000000000001
GSM2333968,69.76174441393792,68.0
7471147145_R03C02,59.90759843832628,62.5
GSM2334189,67.5103822459024,71.0
7786915083_R05C02,46.36151452942927,51.7
7786923020_R04C01,36.96141701814115,35.6
7471147116_R04C02,60.02888351715432,56.6
7471147061_R04C01,43.109886911401716,45.400000000000006
7471147002_R03C02,50.295872219500126,50.39999999999999
7507875061_R05C02,44.31247114664778,42.2
7471147087_R01C01,51.93933232540614,55.2
7786923017_R04C01,43.10739905211106,39.0
7471147006_R01C01,22.862785552806358,24.5
GSM2334439,56.44198361614159,56.0
GSM2334013,53.46551886593498,53.00000000000001
7471147055_R03C01,43.46279396555468,42.10000000000001
GSM2334044,68.51723075910999,63.0
7786915133_R05C01,46.09842037831301,49.89999999999999
GSM2334286,47.67385974879774,47.0
7507875120_R05C02,55.92262600769013,55.4
GSM2334157,21.574010668197598,23.0
7471147087_R01C02,36.861891686436806,38.2
7471147163_R04C02,52.5462249283908,53.00000000000001
7471147012_R03C01,62.54506418443495,71.6
7786923023_R05C02,62.328450851809095,61.7
7786915035_R06C01,40.0553078238612,42.8
7507875155_R03C01,57.17407126064881,57.7
7471147003_R01C02,43.01833293501524,43.3
GSM2334345,73.80708835254163,69.0
7786923066_R06C02,62.203739077906306,65.3
7786923026_R05C02,56.746877429079014,57.599999999999994
7796814021_R03C02,45.6888987703872,45.3
GSM2333993,35.99697246199315,39.0
GSM2334590,69.16204327861541,77.0
7471147099_R01C02,64.66673931483089,67.8
7507875150_R02C01,51.601857376355525,49.3
7786915079_R03C01,50.95230872172925,50.900000000000006
7471147049_R04C02,58.612983340571255,56.1
7471147034_R04C01,42.448801045987295,42.10000000000001
7471147012_R05C01,41.071504374012505,39.6
7471147107_R02C02,52.97071339996029,50.900000000000006
7786923014_R03C02,46.296631534242024,45.2
7471147163_R05C02,64.91185741744813,66.4
7507875153_R03C02,61.75559698285953,63.7
7507875119_R01C02,56.60885989196459,62.2
7471147024_R04C01,69.30609107055277,73.7
7471147146_R03C02,49.58471846718885,50.6
7786915083_R03C02,41.41703003881508,41.7
7471147112_R05C01,47.268692040352875,45.10000000000001
7796814001_R06C02,44.72689820788248,41.3
7786923012_R06C02,70.35953942091282,69.8
GSM2334073,40.819623891739866,44.0
GSM2334444,25.719105456829155,25.0
7786923044_R03C01,57.30290659695738,56.6
7471147128_R01C01,55.50780503956213,54.6
7796806129_R03C01,51.38936241252329,52.60000000000001
7786915038_R03C01,59.54327990659659,56.6
7471147088_R02C01,40.52633990773637,43.5
7471147065_R06C02,57.8011251186994,62.70000000000001
7471147088_R05C02,53.27167606107414,50.8
7471147121_R01C01,59.1661052936366,63.599999999999994
7507875129_R05C01,62.71660712583592,67.5
7786923064_R04C02,40.30348447049671,41.5
7786923041_R01C02,36.921875614399504,36.8
7471147165_R03C01,57.25252504159016,51.5
7786915135_R05C01,38.84698695190205,38.4
GSM2334100,56.761974038945816,60.0
7507875155_R06C02,58.40323004352601,55.2
7507875062_R03C02,41.70538971936678,41.7
7471147107_R05C01,47.78699529644304,51.0
GSM2334042,47.7556036083847,43.0
7471147117_R02C02,42.76819946277611,40.8
7471147003_R02C01,54.810635282036536,55.50000000000001
7471147030_R06C01,48.39129876991734,49.89999999999999
7786915084_R06C02,46.19833313525845,42.0
7507875157_R06C01,55.09836125346755,54.6
7786915132_R01C02,36.17220634904369,38.599999999999994
7471147139_R04C01,59.116091048619,54.3
7471147058_R06C01,50.99033690564262,47.89999999999999
7796806163_R03C02,52.62464967096623,54.3
7471147047_R01C02,57.6414856341942,59.0
7471147089_R02C02,52.08660505237933,53.9
7786923069_R05C01,58.43591374112311,61.1
7471147088_R06C02,44.505326058237586,43.6
7786915038_R06C01,62.3217873993531,63.7
7786915114_R04C01,70.87881637132637,68.4
GSM2334007,66.02108851273474,68.0
7471147095_R03C01,52.45500368351676,54.5
7786915018_R02C02,38.973326522395396,42.8
7786923064_R02C02,56.85564098602427,54.3
7507875047_R06C02,36.170177197643596,37.5
7471147120_R03C01,62.10088241052416,65.20000000000002
7507875168_R02C01,48.32983874974134,51.8
7786923026_R02C02,50.51515475757836,50.8
7796806163_R04C01,45.905731777555744,47.89999999999999
7786915161_R04C01,53.78197756613737,52.5
7786923029_R05C02,55.52980067654992,55.50000000000001
7507875062_R06C02,59.52459565693099,60.60000000000001
GSM2334551,45.343353857240785,45.0
7786915121_R01C02,57.074669996591545,61.8
GSM2334538,65.43769634500075,70.0
7471147120_R01C02,44.794998465536366,44.099999999999994
7786915134_R03C01,45.10381276926737,44.8
7786923005_R05C02,45.1516968459405,48.2
7786915108_R05C02,52.884428934458256,52.20000000000001
7471147121_R04C01,34.27500601088589,36.10000000000001
7786915128_R06C01,53.527463874081526,51.0
7471147139_R05C02,43.7472847339382,43.9
7786923023_R01C01,47.72764787760569,49.3
7507867089_R03C02,49.138225534167496,37.6
7786915117_R01C02,60.668856639988945,61.9
7507875119_R03C01,49.469590298545015,59.1
7786923027_R03C02,51.7140885186739,54.70000000000001
7786923010_R01C02,40.996701408129596,41.7
7786915159_R04C02,40.64650712076619,39.1
7786923018_R02C02,44.684653137477696,47.099999999999994
7471147118_R06C01,60.694315723792734,64.2
7786923027_R06C01,67.13830418043213,65.4
GSM2334283,73.31166428334157,74.0
GSM2334536,61.24788360061874,63.0
GSM2333922,71.24618713558976,68.0
7507875154_R01C01,49.3837438718692,53.3
GSM2334280,68.17725867885778,73.0
GSM2334230,66.6891301539908,71.0
7471147067_R02C01,34.29117233790861,36.10000000000001
7786923035_R01C02,42.13168502139344,36.10000000000001
7471147136_R04C01,56.48723968675864,54.2
7786915014_R03C01,46.60690455687959,47.60000000000001
7507875118_R01C01,51.66465072912187,53.00000000000001
7786915023_R05C02,52.36397935700501,51.3
7786915132_R06C02,51.763125459159525,52.0
7786915101_R03C01,34.510570408360245,31.4
7786915007_R01C01,41.29950803309329,36.4
GSM2334141,49.40931198838781,48.0
7796814001_R02C01,46.26318779111607,48.6
7786915149_R05C02,52.25742898399766,55.50000000000001
GSM2334544,68.77838822794013,73.0
7471147095_R02C01,35.26950508934886,35.1
GSM2334633,53.02249060411696,52.0
GSM2334223,83.29352457956013,78.0
7471147105_R04C01,51.52049354188438,46.5
7507875120_R03C01,62.93557428465254,63.0
GSM2334025,26.72628622888057,26.0
7786915079_R04C01,60.31354120991925,57.0
7786915023_R03C01,63.577546745117026,73.4
GSM2334207,22.661903801379374,21.0
7471147118_R06C02,52.28442783987446,55.10000000000001
GSM2334140,56.31603936648418,59.0
7786923038_R02C02,53.54653860255685,56.5
7786923041_R04C01,65.07218090143616,65.7
7471147136_R03C01,58.62549295846973,59.2
GSM2334300,38.15782846587027,36.0
7786923042_R02C02,59.21940129045885,61.2
7786923024_R03C02,38.54227842891828,36.8
GSM2334584,20.236876410276658,21.0
7786915166_R06C02,49.64662967241418,47.39999999999999
7786915084_R03C01,44.57964677779491,44.4
7471147143_R01C01,51.6919567706462,49.599999999999994
GSM2334583,26.956977800162345,27.0
7471147139_R06C01,47.669647314166326,45.3
7786915083_R06C02,51.882811436998196,50.10000000000001
GSM2333941,64.3045321532526,66.0
7786915159_R05C01,44.50034327033537,43.5
GSM2333916,61.05875227011012,59.0
7471147072_R06C02,68.2116620445796,65.20000000000002
GSM2334333,65.37527365564904,68.0
GSM2334022,21.358015805913656,22.000000000000004
GSM2334098,31.8618296890754,31.0
GSM2334399,31.586784810438033,29.0
7786923017_R03C01,55.041601522519905,56.7
7471147120_R02C02,60.754141381517876,60.60000000000001
GSM2334132,70.63302472742842,72.0
7512560094_R03C01,48.672687609321855,49.2
7507875153_R02C01,50.10205467224673,49.89999999999999
7786923069_R01C02,71.64950656313702,72.2
7786923026_R01C01,45.78398198331567,44.89999999999999
GSM2334518,23.600781480517696,24.0
GSM2334099,45.03985827556105,43.0
7471147147_R04C01,57.882070613603275,60.0
